"name","prompt","negative_prompt","description","category"
"RELATIONSHIP_Family_Parent_Child","(parent and child:1.2), mother and child, father and child, family bond, parent holding child, family warmth","fighting, strangers, rivals","Parent-child family moment. Combos: MOOD_Serene; LIGHTING_Soft_Warm; SCENE_Park_Bench_Autumn.","RELATIONSHIP"
"RELATIONSHIP_Master_Student","(master and student:1.2), mentor teaching, sensei and apprentice, teacher guiding student, skill transfer","rivals, strangers, fighting equals","Mentor-student dynamic. Combos: ARCHETYPE_Teacher; ACTIVITY_Sword_Training; ACTIVITY_Magic_Casting; MOOD_Focused.","RELATIONSHIP"
"RELATIONSHIP_Rivalry_Women","(female rivals:1.2), two women facing off, competitive glare, rival girls, tense standoff between women","friends, hugging, casual","Female rival dynamic. Combos: EXPRESSION_Smug; EXPRESSION_Determined; MOOD_Predatory; SCENE_Stage_Performance.","RELATIONSHIP"
"RELATIONSHIP_Siblings","(siblings:1.2), brother and sister, two siblings, family siblings, sibling bond, family resemblance","strangers, enemies, romantic","Sibling relationship. Combos: MOOD_Playful; ACTIVITY_Arguing; SCENE_Bedroom; LIGHTING_Soft_Warm.","RELATIONSHIP"
"RELATIONSHIP_Solo_Introspective","(solitary figure:1.2), alone in thought, introspective solo, single person moment, self-reflection, quiet alone","group, couple, crowd","Quiet solo introspective scene. Combos: MOOD_Melancholic; MOOD_Serene; SCENE_Rooftop_Night; SCENE_Park_Bench_Autumn.","RELATIONSHIP"
"RELATIONSHIP_Squad_Group","(group of characters:1.3), party of adventurers, squad together, team assembled, group shot, ensemble cast","solo, couple, single character","Group/squad ensemble. Combos: ARCHETYPE mix; SCENE_Tavern_Inn; POSE_Heroic_Standing; STYLE_Concept_Art.","RELATIONSHIP"
"RELATIONSHIP_Sworn_Enemies","(sworn enemies:1.2), arch enemies facing off, nemesis confrontation, deep hatred, mortal enemies, villain and hero","friends, allies, couple","Arch-enemy confrontation. Combos: MOOD_Righteous_Fury; MOOD_Predatory; LIGHTING_Dramatic_Shadow; SCENE_Battlefield_Ancient.","RELATIONSHIP"
"SCENE_Abandoned_Hospital","abandoned hospital, (decaying medical facility:1.2), peeling paint, broken equipment, dark corridors, rusty beds, overgrown decay, horror hallway","cheerful, bright colors, cute, kawaii, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Abandoned hospital horror scene. Combos: THEME_Horror_Survival; LIGHTING_Emergency_Lights; ATMOSPHERE_Weather_Dense_Fog.","SCENE"
"SCENE_Airport_Terminal","airport terminal, (international airport:1.2), departure gates, travelers with luggage, large windows, flight boards, modern airport","bad anatomy, blurry, low quality, watermark","Airport terminal. Combos: THEME_Slice_Of_Life_Cozy; LIGHTING_Bright_Clinical.","SCENE"
"SCENE_Alien_Planet_Surface","alien planet surface, (extraterrestrial landscape:1.2), strange sky color, alien flora, two moons, exotic terrain, otherworldly rocks, sci-fi landscape","medieval, fantasy magic, natural landscape, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Alien planet exterior. Combos: LIGHTING_Dramatic_Shadow; THEME_SciFi_Space_Opera.","SCENE"
"SCENE_Ancient_Egypt_Temple","ancient Egypt, (Egyptian temple exterior:1.2), pyramids, hieroglyphs, stone columns, pharaoh statues, desert sun, sarcophagus hall","modern clothing, contemporary, sci-fi, fantasy magic, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Ancient Egyptian setting. Combos: THEME_Historical_Ancient; LIGHTING_Bright_Clinical.","SCENE"
"SCENE_Ancient_Greece_Agora","ancient Greece, (Greek agora:1.2), white marble, Parthenon view, philosophers gathered, toga robes, Mediterranean blue sky, olive trees","modern clothing, contemporary, sci-fi, fantasy magic, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Ancient Greek agora/public space. Combos: THEME_Historical_Ancient; ARCHETYPE_Male_Scholar.","SCENE"
"SCENE_Ancient_Rome_Forum","ancient Roman forum, (Roman public square:1.2), marble columns, toga-wearing citizens, Senate building, Mediterranean sunlight, ancient Rome","modern clothing, contemporary, sci-fi, fantasy magic, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Ancient Roman forum. Combos: ARCHETYPE_Gladiator; THEME_Historical_Ancient; OUTFIT_Historical_Armor.","SCENE"
"SCENE_Ancient_Temple_Interior","ancient temple interior, (stone columns:1.2), torchlight, carved reliefs, ancient civilization, temple hall, overgrown stones, mystical atmosphere","bad anatomy, blurry, low quality, watermark","Ancient temple interior. Works for fantasy or historical. Combos: THEME_Fantasy_Adventure; THEME_Historical_Ancient.","SCENE"
"SCENE_Antique_Shop","(antique shop interior:1.2), cluttered antiques, old shop, vintage items shop, curiosity store, dusty shelves","modern, clean, outdoor","Antique/curiosity shop interior. Combos: ERA_Victorian; ARCHETYPE_Fortune_Teller; MOOD_Mysterious; PROPS_Ancient_Tome.","SCENE"
"SCENE_Apartment_Balcony","apartment balcony, (city view balcony:1.2), urban skyline, potted plants, evening view, city lights below, cozy outdoor space","bad anatomy, blurry, low quality, watermark","Apartment balcony with city view. Combos: ATMOSPHERE_Time_Golden_Hour; LIGHTING_Neon_Colorful.","SCENE"
"SCENE_Arcade_Retro","retro arcade, (video game arcade:1.2), rows of arcade machines, neon glow, dark interior, pixel game screens, 80s arcade, token machines","bad anatomy, blurry, low quality, watermark","Retro arcade. Combos: STYLE_80s_Synthwave_Neon; STYLE_Pixel_Art_16bit; PALETTE_Vaporwave.","SCENE"
"SCENE_Art_Studio","art studio, painter's studio, easels, canvas, paint tubes, art supplies, wooden floor studio, artist workspace, creative studio, paint-stained walls","office, outdoor, dungeon","Artist studio. Combos: ACTIVITY_Painting; ARCHETYPE_Alchemist; LIGHTING_Soft_Warm (north light).","SCENE"
"SCENE_Bakery","cozy bakery, bread shelves, pastry display, warm bakery interior, wooden counters, baked goods, flour dusted surfaces, morning bakery, oven glow","outdoor, dungeon, office, fantasy","Cozy bakery. Combos: ARCHETYPE_Maid; ACTIVITY_Cooking; LIGHTING_Soft_Warm; SEASON_Winter_Snow.","SCENE"
"SCENE_Ballroom","grand ballroom, chandeliers, marble floor, elegant decor, gold trim, formal setting, dance floor, tall windows","outdoor, dungeon, cafe","Elegant ballroom. Combos: OUTFIT_Evening_Dress; MOOD_Elegant; ACTIVITY_Dancing.","SCENE"
"SCENE_Bathhouse_Traditional","(traditional bathhouse:1.2), japanese bathhouse, sento interior, wooden bath, warm steam, tiled bathhouse","outdoor, cold, urban","Traditional bathhouse/sento interior. Combos: CLOTHES_Yukata; LIGHTING_Lantern_Warm.","SCENE"
"SCENE_Battlefield_Ancient","ancient battlefield, (war-torn field:1.2), aftermath of battle, broken weapons, smoke, fallen soldiers, historical war scene, epic battle plain","bad anatomy, blurry, low quality, watermark","Ancient/fantasy battlefield. Combos: ARCHETYPE_Male_Warrior; THEME_Historical_War; ATMOSPHERE_Smoke_Haze_Industrial.","SCENE"
"SCENE_Beach","beach, ocean, sandy shore, waves, blue sky, palm trees, sunny day, sea breeze","indoor, dungeon, winter","Outdoor beach. Combos: CLOTHES_Micro_Bikini; LIGHTING_Golden_Hour_Sunset; RACE_Mermaid; STATE_Sweaty_Wet; CAMERA_Full_Body.","SCENE"
"SCENE_Bedroom","bedroom, bed, pillows, soft lighting, cozy room, window with curtains, nightstand","outdoor, dungeon, office","Bedroom interior. Most universal scene. Combos: LIGHTING_Soft_Warm; LIGHTING_Dim_Dark; any ACTION. Works with all BODY and ARCHETYPE styles.","SCENE"
"SCENE_Burning_Building","burning building, (structure on fire:1.2), flames and smoke, fire engulfing walls, glowing embers, dramatic fire light, danger, smoke-filled","cheerful, bright colors, cute, kawaii, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Burning building — dramatic, not gore. Combos: LIGHTING_Campfire_Warm; THEME_Action_Thriller.","SCENE"
"SCENE_Bus_Stop_Rain","bus stop in rain, (rainy bus shelter:1.2), umbrella, wet streets, passing headlights, rain on glass, waiting alone, melancholic urban","bad anatomy, blurry, low quality, watermark","Rainy bus stop. Very cinematic/emotional. Combos: ATMOSPHERE_Weather_Rain_Light; MOOD_Melancholic.","SCENE"
"SCENE_Cafe","cafe interior, coffee shop, wooden tables, warm lighting, coffee cups, window seat, cozy atmosphere","outdoor battle, dungeon, office","Cozy cafe. Combos: ACTIVITY_Reading; OUTFIT_Casual; SEASON_Autumn_Leaves. Conflicts: SCENE_Dungeon.","SCENE"
"SCENE_Canal_Venice","(venice canal:1.2), italian canal, gondola, water street, venetian architecture, canal reflections","desert, forest, modern","Venetian canal scene. Combos: ERA_Renaissance; OUTFIT_Evening_Dress; LIGHTING_Golden_Hour_Sunset; MOOD_Dreamy.","SCENE"
"SCENE_Cherry_Blossom_Path","(cherry blossom path:1.2), sakura avenue, blooming cherry trees, petal rain, hanami path, pink blossom canopy","winter, desert, urban concrete","Cherry blossom tree-lined path. Combos: CLOTHES_Kimono; ATMOSPHERE_Season_Spring_Cherry; ATMOSPHERE_Falling_Petals; MOOD_Dreamy.","SCENE"
"SCENE_Christmas_Indoor","(christmas interior:1.3), (christmas tree:1.2), decorated christmas tree, holiday lights, gift boxes, fireplace, christmas home","no decorations, summer, no tree","Christmas indoor scene. Combos: LIGHTING_Candlelight; MOOD_Serene; ARCHETYPE_Maid (gift giving); ATMOSPHERE_Season_Winter_Snow.","SCENE"
"SCENE_City_Street_Night","city street at night, urban night scene, streetlights, wet pavement reflections, night city street, neon signs, downtown night, urban nightlife","indoor, fantasy, nature","Night city street. Combos: WEATHER_Gentle_Rain; OUTFIT_Streetwear; LIGHTING_Neon_Purple_Pink.","SCENE"
"SCENE_Concert_Venue","(concert venue:1.2), live music venue, stage lights, crowd energy, concert hall, standing crowd","quiet, solo, library","Live concert/music venue. Combos: ARCHETYPE_Idol; LIGHTING_Neon_Colorful; ACTIVITY_Singing; ACTIVITY_Dancing.","SCENE"
"SCENE_Convenience_Store_Night","convenience store at night, (konbini interior:1.2), fluorescent lights, snack aisles, late night shopping, Japanese convenience store, empty aisles","bad anatomy, blurry, low quality, watermark","Late night convenience store. Very anime/slice-of-life. Combos: LIGHTING_Bright_Clinical; THEME_Slice_Of_Life_Cozy.","SCENE"
"SCENE_Countryside_Field","(countryside field:1.2), open meadow, rural field, green hills, pastoral landscape, wildflower field","urban, indoor, underground","Open countryside/meadow. Combos: MOOD_Serene; ATMOSPHERE_Season_Spring_Cherry; LIGHTING_Golden_Hour_Sunset; OUTFIT_Boho.","SCENE"
"SCENE_Crystal_Cave","crystal cave, (crystal cavern:1.2), giant crystals, prismatic light, underground gems, glowing minerals, cave crystals, mineral formations","bad anatomy, blurry, low quality, watermark","Crystal cave interior. Combos: LIGHTING_Bioluminescent_Glow; PALETTE_Cold_Blue.","SCENE"
"SCENE_Cult_Chamber","cult chamber, (occult ritual room:1.2), candles in circle, arcane symbols, dark altar, hooded figures optional, ritual space, forbidden ceremony","cheerful, bright colors, cute, kawaii, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Occult cult chamber. Combos: THEME_Horror_Supernatural; THEME_Horror_Psychological; LIGHTING_Candlelight.","SCENE"
"SCENE_Cyberpunk_City","cyberpunk city, neon lights, rainy streets, towering skyscrapers, holographic ads, futuristic urban, neon reflections","fantasy, nature, traditional","Cyberpunk setting. Combos: OUTFIT_Cyberpunk; LIGHTING_Neon_Purple_Pink; STYLE_Action_Game_Art.","SCENE"
"SCENE_Dark_Basement_Damp","dark basement, (damp underground room:1.2), concrete walls, dripping water, single bare bulb, shadows in corners, horror basement, chains","cheerful, bright colors, cute, kawaii, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Dark damp basement. Combos: THEME_Horror_Slasher; LIGHTING_Dim_Dark.","SCENE"
"SCENE_Dark_Forest_Path","dark forest path, (twisted gnarled trees:1.2), winding path, forest shadows, dappled moonlight, foreboding woods, ancient forest, creeping roots","bad anatomy, blurry, low quality, watermark","Dark forest path. Versatile — horror or fantasy. Combos: LIGHTING_Night_Moonlit; THEME_Horror_Supernatural.","SCENE"
"SCENE_Decrepit_Church","decrepit church, (ruined gothic church:1.2), broken stained glass, fallen pews, altar with candles, crumbling stone, dark sacred space","cheerful, bright colors, cute, kawaii, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Ruined church. Combos: THEME_Horror_Supernatural; LIGHTING_Stained_Glass_Light; ARCHETYPE_Exorcist.","SCENE"
"SCENE_Desert_Oasis","desert oasis, (palm trees in desert:1.2), sand dunes, water pool, caravans, hot sun, Middle Eastern desert, mirage, arid landscape","bad anatomy, blurry, low quality, watermark","Desert oasis scene. Combos: ARCHETYPE_Nomad; ATMOSPHERE_Sandstorm; LIGHTING_Golden_Hour_Sunset.","SCENE"
"SCENE_Dojo","(martial arts dojo:1.2), training dojo, wooden floor dojo, japanese dojo, practice hall, tatami floor","outdoor, casual, office","Martial arts dojo. Combos: ARCHETYPE_Kunoichi; ARCHETYPE_Samurai; ACTIVITY_Sparring; ERA_Feudal_Japan.","SCENE"
"SCENE_Dragon_Lair","dragon lair, (cave with gold hoard:1.2), scattered treasure, dragon bones, glowing crystals, enormous cavern, fantasy dungeon, treasure pile","bad anatomy, blurry, low quality, watermark","Dragon lair environment. Combos: ANIMAL_Dragon; LIGHTING_Campfire_Warm; THEME_Fantasy_Adventure.","SCENE"
"SCENE_Enchanted_Grove","enchanted grove, (magical glowing forest:1.2), bioluminescent plants, fairy lights, ancient magical trees, mystical clearing, nature magic","bad anatomy, blurry, low quality, watermark","Magical enchanted forest clearing. Combos: ATMOSPHERE_Fireflies; LIGHTING_Bioluminescent_Glow; RACE_Angel.","SCENE"
"SCENE_Fantasy_Ruins","ancient ruins, crumbling stone, overgrown vines, broken columns, ethereal mist, forgotten temple, mystical atmosphere","modern, cafe, office","Fantasy ruins. Combos: ARCHETYPE_Warrior; ARCHETYPE_Succubus; LIGHTING_Volumetric_Rays.","SCENE"
"SCENE_Festival_Lantern","(lantern festival:1.3), (floating lanterns:1.2), paper lanterns released, sky full of lanterns, lantern glow night, festival celebration","no lanterns, indoor, daytime","Lantern festival night. Combos: LIGHTING_Night_Moonlit; ATMOSPHERE_Fireflies; SCENE_Japanese_Night; MOOD_Dreamy.","SCENE"
"SCENE_Floating_Islands","floating islands, (sky islands:1.2), islands in the clouds, waterfalls falling off edges, aerial view, fantasy sky world, cloud bridges","bad anatomy, blurry, low quality, watermark","Fantasy floating sky islands. Combos: LIGHTING_Golden_Hour_Sunset; ATMOSPHERE_Time_Blue_Hour.","SCENE"
"SCENE_Flooded_Ruins","flooded ruins, (submerged building interior:1.2), water covering floor, waterlogged decay, flooded corridor, reflections in water, post-disaster","cheerful, bright colors, cute, kawaii, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Flooded interior ruins. Horror or post-apoc. Combos: LIGHTING_Emergency_Lights; THEME_SciFi_Post_Apocalyptic.","SCENE"
"SCENE_Foggy_Cemetery","foggy cemetery, (graveyard in fog:1.2), tombstones, dead trees, low fog, iron fence, moonlit graves, crumbling mausoleum, ominous night","cheerful, bright colors, cute, kawaii, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Foggy cemetery. Combos: THEME_Horror_Supernatural; LIGHTING_Night_Moonlit; ATMOSPHERE_Weather_Dense_Fog.","SCENE"
"SCENE_Foggy_Swamp","foggy swamp, (murky bayou:1.2), gnarled cypress trees, Spanish moss, stagnant water, fog, eerie swamp, lantern light, voodoo territory","cheerful, bright colors, cute, kawaii, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Horror swamp. Combos: THEME_Horror_Supernatural; LIGHTING_Candlelight; ATMOSPHERE_Weather_Dense_Fog.","SCENE"
"SCENE_Forest_Misty","(misty forest:1.2), foggy forest, ethereal mist between trees, atmospheric forest, morning mist, enchanted fog","open plain, urban, bright sunny","Misty/foggy forest. Combos: ATMOSPHERE_Low_Ground_Fog; LIGHTING_Volumetric_Rays; RACE_Fox_Spirit; MOOD_Mysterious.","SCENE"
"SCENE_Forest_Outdoor","enchanted forest, tall trees, dappled light, mossy ground, nature, woodland path, soft sunlight through leaves","indoor, urban, futuristic","Natural forest exterior. Combos: RACE_Elf_Female; RACE_Fox_Kitsune; LIGHTING_Volumetric_Rays; LIGHTING_Night_Moonlit; THEME_Monster_Tentacle.","SCENE"
"SCENE_Frozen_Arctic_Ruins","frozen arctic ruins, (ice-covered ancient structure:1.2), frozen wasteland, buried ruins under ice, arctic isolation, blizzard approaching, abandoned","cheerful, bright colors, cute, kawaii, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Frozen ruins. Horror or adventure. Combos: ATMOSPHERE_Weather_Snowstorm; THEME_Horror_Cosmic.","SCENE"
"SCENE_Garden_Flower","flower garden, blooming garden, flower beds, garden path, rose garden, colorful flowers, botanical garden, outdoor flower setting, garden bench","indoor, dungeon, urban","Flower garden. Combos: SEASON_Spring_Cherry; OUTFIT_Boho; COMPANION_Butterfly (via ATMOSPHERE).","SCENE"
"SCENE_Gothic_Castle","gothic castle, stone walls, stained glass, torchlight, grand hall, stone pillars, dark atmosphere, medieval interior","modern, cafe, beach, office","Gothic castle interior. Combos: ARCHETYPE_Demon_Queen; STYLE_Dark_Gothic; LIGHTING_Dramatic_Shadow.","SCENE"
"SCENE_Greenhouse","glass greenhouse, botanical garden, plants everywhere, glass ceiling, tropical plants, garden conservatory, lush interior","urban, dark, outdoor bare","Glass greenhouse. Combos: OUTFIT_Cottagecore; SEASON_Spring_Cherry; LIGHTING_Soft_Warm.","SCENE"
"SCENE_Gym_Interior","gym interior, (modern fitness gym:1.2), weight equipment, mirrors, treadmills, gym lighting, workout space, fitness center","bad anatomy, blurry, low quality, watermark","Modern gym. Combos: BODY_Male_Muscular; BODY_Muscular_Fit; ACTIVITY_Stretching.","SCENE"
"SCENE_Halloween_Street","(halloween:1.3), (jack-o-lanterns:1.2), halloween decorations, carved pumpkins, spooky street, trick or treat atmosphere, halloween night","christmas, summer, no halloween","Halloween street. Combos: ATMOSPHERE_Time_Midnight; LIGHTING_Horror_Red; ARCHETYPE_Witch; MOOD_Mysterious.","SCENE"
"SCENE_Harbor_Port","harbor port, (fantasy or historical harbor:1.2), sailing ships, docks, rigging, sea port, fishermen, seagulls, coastal town","bad anatomy, blurry, low quality, watermark","Harbor/port scene. Works for historical or fantasy. Combos: ARCHETYPE_Male_Sailor; ARCHETYPE_Pirate_Captain.","SCENE"
"SCENE_Haunted_Mansion","haunted mansion, (Victorian haunted house:1.2), crumbling estate, broken windows, spider webs, dark hallways, creaking floors, abandoned grandeur","cheerful, bright colors, cute, kawaii, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Haunted mansion. Combos: THEME_Horror_Supernatural; LIGHTING_Candlelight; ATMOSPHERE_Fireflies.","SCENE"
"SCENE_Holographic_Interface_Room","holographic room, (holo displays:1.2), floating screens, data visualization, neon holograms, control room, digital interface, cyber command","medieval, fantasy magic, natural landscape, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Holographic tech room. Combos: ARCHETYPE_Hacker_Netrunner; LIGHTING_Neon_Colorful.","SCENE"
"SCENE_Hot_Spring","outdoor hot spring, onsen, steam rising, rocks, bamboo, natural pool, peaceful nature, mountain backdrop","indoor, urban, battle","Onsen / hot spring. Combos: HAIR_Wet; STATE_Sweaty_Wet; RACE_Fox_Kitsune; LIGHTING_Night_Moonlit; LIGHTING_Soft_Warm. SFW-safe framing possible.","SCENE"
"SCENE_Izakaya_Bar","Japanese izakaya, (izakaya bar interior:1.2), wooden counter, sake bottles, paper lanterns, warm lighting, cozy Japanese bar, after-work drinks","bad anatomy, blurry, low quality, watermark","Japanese izakaya bar. Combos: LIGHTING_Candlelight; THEME_Slice_Of_Life_Cozy; STYLE_Anime_Classic.","SCENE"
"SCENE_Japanese_Night","feudal japan, japanese architecture, torii gate, paper lanterns, wooden bridge, night atmosphere, traditional setting","modern, western, futuristic","Feudal Japan exterior at night. Combos: ARCHETYPE_Kunoichi; ARCHETYPE_Shrine_Maiden; LIGHTING_Night_Moonlit; STYLE_Action_Game_Art; CLOTHES_Kimono.","SCENE"
"SCENE_Kitchen_Home","(home kitchen:1.2), domestic kitchen, kitchen counter, cooking environment, home cooking space, modern kitchen interior","outdoor, battlefield, laboratory","Domestic home kitchen. Combos: ACTIVITY_Cooking; ARCHETYPE_Chef; CLOTHES_Apron_Cooking; MOOD_Serene.","SCENE"
"SCENE_Launch_Pad","rocket launch pad, (space launch facility:1.2), massive rocket, launch tower, steam venting, mission control, space program, countdown","medieval, fantasy magic, natural landscape, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Rocket launch facility. Combos: ARCHETYPE_Astronaut; THEME_SciFi_Space_Opera.","SCENE"
"SCENE_Library","grand library, bookshelves to ceiling, reading tables, warm lamp light, ancient books, wooden ladders, quiet atmosphere","outdoor, battle, beach","Library setting. Combos: ACTIVITY_Reading; ARCHETYPE_Witch; MOOD_Mysterious.","SCENE"
"SCENE_Liminal_Space","(liminal space:1.3), empty corridor, abandoned pool, empty hallway, eerie empty space, backrooms aesthetic, transitional space","crowded, busy, populated","Unsettling liminal atmosphere. Combos: LIGHTING_Bright_Clinical; MOOD_Mysterious; PALETTE_Muted_Desaturated.","SCENE"
"SCENE_Magic_Academy","magic academy, (wizarding school:1.2), floating books, arcane classroom, magical library, floating candles, runes on walls, alchemy lab","bad anatomy, blurry, low quality, watermark","Fantasy magic school. Combos: ARCHETYPE_Male_Mage; ARCHETYPE_Witch; LIGHTING_Stained_Glass_Light.","SCENE"
"SCENE_Masquerade_Party","(masquerade party:1.3), (masquerade ball:1.2), ornate masks, formal ballroom, candlelit hall, masquerade costumes, venetian masks, baroque setting","modern, plain, no masks, casual","Masquerade ball scene. Elegant mystery. Combos: LIGHTING_Candlelight; OUTFIT_Gown_Formal; ATMOSPHERE_Mysterious; EXPRESSION_Knowing_Smirk.","SCENE"
"SCENE_Medieval_Town_Square","medieval town square, (cobblestone market:1.2), half-timbered buildings, market stalls, well, town crier, medieval crowds, European town","modern clothing, contemporary, sci-fi, fantasy magic, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Medieval European town square. Combos: ARCHETYPE_Male_Warrior; THEME_Fantasy_Adventure.","SCENE"
"SCENE_Mirror_Room","mirror room, (infinite mirrors:1.2), reflections infinitely, disorienting space, broken mirrors, psychological horror, carnival mirror hall","cheerful, bright colors, cute, kawaii, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Mirror room for psychological horror. Combos: THEME_Horror_Psychological; LIGHTING_Bright_Clinical.","SCENE"
"SCENE_Mountain_Top","mountain peak, panoramic view, clouds below, dramatic sky, rocky summit, wind, vast horizon","indoor, dungeon, cafe","Cinematic mountain vista. Combos: ACTIVITY_Gazing_Horizon; LIGHTING_Golden_Hour_Sunset; MOOD_Melancholic.","SCENE"
"SCENE_Neon_Megacity_Street","neon megacity, (cyberpunk street level:1.2), massive skyscrapers, holographic ads, rain-slick streets, neon signs, crowded urban future","medieval, fantasy magic, natural landscape, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Cyberpunk city street. Combos: LIGHTING_Neon_Colorful; OUTFIT_Cyberpunk; THEME_SciFi_Cyberpunk.","SCENE"
"SCENE_New_Year_Fireworks","(new year fireworks:1.3), (fireworks display:1.2), countdown celebration, fireworks over city, new year crowd, midnight celebration","no fireworks, daytime, no celebration","New Year fireworks. Combos: SCENE_City_Street_Night; LIGHTING_Neon_Colorful; MOOD_Excited; ATMOSPHERE_Time_Midnight.","SCENE"
"SCENE_Night_Market","night market, (Asian night market:1.2), food stalls, lanterns, crowds, street food, vendors, neon signs, lively evening market","bad anatomy, blurry, low quality, watermark","Asian night market. Combos: LIGHTING_Neon_Colorful; ATMOSPHERE_Fireflies; THEME_Slice_Of_Life_Cozy.","SCENE"
"SCENE_Night_Train","(night train interior:1.2), empty night train, train seats at night, dark passing windows, late night commute","outdoor, daytime, airplane","Night train interior. Combos: MOOD_Melancholic; MOOD_Longing; VEHICLE_Train_Window; ATMOSPHERE_Weather_Gentle_Rain.","SCENE"
"SCENE_Observatory","observatory, telescope, domed ceiling, star charts, astronomy equipment, space observation room, glass dome ceiling, night sky visible, planetarium","outdoor, dungeon, cafe","Observatory/planetarium. Combos: TIME_Midnight; ARCHETYPE_Scientist; MOOD_Dreamy.","SCENE"
"SCENE_Office","modern office, desk, computer, city view through window, professional environment, clean corporate space","fantasy, dungeon, beach, outdoor","Office / workplace interior. Combos: ARCHETYPE_Office_Lady; ARCHETYPE_Teacher; THEME_Student_Teacher; THEME_Office_Romance; CLOTHES_Business_Suit.","SCENE"
"SCENE_Overgrown_Asylum","overgrown asylum, (abandoned psychiatric hospital:1.2), nature reclaiming, vines through windows, old padded rooms, faded medical decor, decay","cheerful, bright colors, cute, kawaii, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Abandoned asylum reclaimed by nature. Combos: THEME_Horror_Psychological; ATMOSPHERE_Spores_Floating.","SCENE"
"SCENE_Park_Bench_Autumn","park bench in autumn, (fall park scene:1.2), falling leaves, golden trees, peaceful park, solitary bench, autumn colors, quiet moment","bad anatomy, blurry, low quality, watermark","Autumn park bench. Combos: ATMOSPHERE_Season_Autumn; MOOD_Melancholic; MOOD_Serene.","SCENE"
"SCENE_Pirate_Ship_Deck","pirate ship deck, (galleon deck:1.2), wooden planks, rigging, cannon ports, sea waves, jolly roger, ocean horizon, pirate crew","modern clothing, contemporary, sci-fi, fantasy magic, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Pirate ship deck. Combos: ARCHETYPE_Pirate_Captain; ARCHETYPE_Male_Sailor; WEATHER_Windy.","SCENE"
"SCENE_Post_Nuclear_Wasteland","post-nuclear wasteland, (irradiated ruins:1.2), destroyed city ruins, dead trees, ash sky, rusted cars, fallout world, desolate landscape","medieval, fantasy magic, natural landscape, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Post-apocalyptic wasteland. Combos: PALETTE_Muted_Desaturated; ATMOSPHERE_Ash_Falling; THEME_SciFi_Post_Apocalyptic.","SCENE"
"SCENE_Rainy_Window","looking through rainy window, rain on glass, window with raindrops, cozy indoor rainy day, rain streaks on window, indoor watching rain","outdoor, dry, bright sunny","Rainy window interior. Combos: WEATHER_Heavy_Rain; MOOD_Melancholic; ACTIVITY_Reading. Iconic melancholic setup.","SCENE"
"SCENE_Renaissance_Workshop","Renaissance workshop, (artist atelier:1.2), paintings on walls, sculpting tools, Italian architecture, creative space, Renaissance Italy","modern clothing, contemporary, sci-fi, fantasy magic, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Renaissance workshop/atelier. Combos: ARCHETYPE_Male_Scholar; ACTIVITY_Painting; THEME_Historical_Ancient.","SCENE"
"SCENE_Research_Laboratory","research laboratory, (sci-fi lab:1.2), test tubes, holographic screens, sterile white environment, scientists, experiment chambers, advanced tech","medieval, fantasy magic, natural landscape, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Sci-fi research lab. Combos: ARCHETYPE_Mad_Scientist; ARCHETYPE_Scientist; LIGHTING_Bright_Clinical.","SCENE"
